Batch,Time,Scale,G,O,X,Xd,P,L,CO2,Noise_Level_ID,Noise_Level
Batch_0,0.0,0.5,5.561308680029291,11.79308738878163,2.411001354576703,0.0,0.0,0.0,5.181391930833349,3,0.03
Batch_0,0.034482758620689655,0.5,5.058764231296593,11.504978906366828,2.461906326607613,0.04057878487810162,0.04108975480236581,0.10542607249251142,5.037837722259828,3,0.03
Batch_0,0.06896551724137931,0.5,4.896516887805392,12.210961890324187,2.7564595270688703,0.08455479064178525,0.10130044584401843,0.19235034832828105,5.001696712162649,3,0.03
Batch_0,0.10344827586206896,0.5,4.738620657950934,11.489107501554793,3.029036361389235,0.14439841794216712,0.17674574044683153,0.26668718320008084,4.901565447612284,3,0.03
Batch_0,0.13793103448275862,0.5,4.727206867465249,12.452181929294012,3.430798946341391,0.201569684218333,0.288016762947862,0.3572646934021755,5.169167247773224,3,0.03
Batch_0,0.1724137931034483,0.5,4.575397336011332,12.384891197477376,3.9357154097653626,0.2607595491908437,0.4145123538902959,0.42159790217787846,5.2542543938253905,3,0.03
Batch_0,0.20689655172413793,0.5,4.482807800292176,12.554941944317813,4.397066242077418,0.3184088348569724,0.5413760635038034,0.4575698763996814,5.215658273436781,3,0.03
Batch_0,0.24137931034482757,0.5,4.0638380774851255,12.007148463755708,4.548859563023735,0.41612699986737445,0.6828525969260375,0.502123504924396,5.271974949830386,3,0.03
Batch_0,0.27586206896551724,0.5,3.948744974795776,11.882497241841802,5.134107224008038,0.46031235160831463,0.8721121263495596,0.5374898162541526,5.03444130287167,3,0.03
Batch_0,0.3103448275862069,0.5,4.005740426036711,12.0742497577635,5.608069615723587,0.6120345550200917,1.0677183649274655,0.5667636573209262,5.056331689415158,3,0.03
Batch_0,0.3448275862068966,0.5,3.5715698791960024,11.978160517442237,5.979850352228658,0.66224521528412,1.2744525456558424,0.554511675885469,5.161720773329316,3,0.03
Batch_0,0.3793103448275862,0.5,3.2837786889508704,11.720424683862959,7.274159917221059,0.7811853376193252,1.5514946263501026,0.5948094115523238,5.253593823184389,3,0.03
Batch_0,0.41379310344827586,0.5,2.9488118567852477,11.682723408595152,7.763068017246798,0.8980342838223315,1.8474187071324906,0.6336242579072032,5.546253394725064,3,0.03
Batch_0,0.4482758620689655,0.5,2.7900742168518704,11.653849898768085,8.24136171718413,1.0106473797328461,2.12032270140234,0.5824134814710122,5.586116848959322,3,0.03
Batch_0,0.48275862068965514,0.5,2.518302813950742,11.253311393512588,9.419959788831346,1.260802786546195,2.372434290598515,0.5791604752262663,5.574059874579578,3,0.03
Batch_0,0.5172413793103449,0.5,2.1750334509568368,11.750390664982586,10.20981563184959,1.3859306942860614,2.6662849088291076,0.553766034326195,5.341964649922762,3,0.03
Batch_0,0.5517241379310345,0.5,1.768196289287758,11.324385569242395,10.789651442961002,1.5868539657586311,2.9427163524421944,0.5619000445218979,5.396647582127364,3,0.03
Batch_0,0.5862068965517241,0.5,1.4529200757409109,11.036405077519742,11.825635982557493,1.660869205311,3.104752062642729,0.5397099011156355,5.833491525883059,3,0.03
Batch_0,0.6206896551724138,0.5,1.1516328676801213,10.544193756460889,13.236328245538441,1.9441731066982044,3.5117305878345086,0.49600226086176125,6.054980871684768,3,0.03
Batch_0,0.6551724137931034,0.5,0.8021777885614524,10.2767924730887,13.172475157709542,2.1928808869092684,3.6680383463789115,0.407537648712955,5.986296898691844,3,0.03
