Batch,Time,Scale,G,O,X,Xd,P,L,CO2,Noise_Level_ID,Noise_Level
Batch_0,0.0,0.5,8.486761540240847,15.843805066140371,4.18125535334185,0.0,0.0,0.0,4.916752337827662,2,0.02
Batch_0,0.034482758620689655,0.5,8.237532134863477,15.21348505297452,4.530544154046164,0.07435638942828515,0.06268701301714003,0.18234610891571373,5.022560221920932,2,0.02
Batch_0,0.06896551724137931,0.5,7.929952069869981,15.238305304089433,4.753978398947048,0.1541329308171007,0.17373190368316585,0.31709364696563375,5.0187133247971625,2,0.02
Batch_0,0.10344827586206896,0.5,7.597460159286014,15.609950195048746,5.027989617601613,0.24270565122974166,0.3301144790771285,0.4101206428060489,5.149161000994382,2,0.02
Batch_0,0.13793103448275862,0.5,7.358069264412199,14.83924959972613,5.60230461858076,0.3304455349389065,0.5154679364115603,0.4943207443534253,4.950924028522466,2,0.02
Batch_0,0.1724137931034483,0.5,7.221616413379997,14.932939122299802,5.525798184867831,0.4275340455914703,0.7088489835324355,0.5773807776025904,5.074541967489743,2,0.02
Batch_0,0.20689655172413793,0.5,6.805688087457319,15.595530196428902,6.202641287275007,0.5295178150124835,0.9702204174639569,0.6205011146258438,5.049142217764942,2,0.02
Batch_0,0.24137931034482757,0.5,6.3446938544558735,14.848556940860272,6.513090479574093,0.6427620400102646,1.180678482694369,0.621590696711434,5.2580859548419125,2,0.02
Batch_0,0.27586206896551724,0.5,6.374405335970222,14.585994187656853,6.7723388664434045,0.7499766056454931,1.4932773593033546,0.661481759487806,5.488068397587527,2,0.02
Batch_0,0.3103448275862069,0.5,5.880323528784939,15.617519669898188,7.514062179842903,0.8732593326906217,1.8103969428798363,0.6494107336042462,5.383338625814871,2,0.02
Batch_0,0.3448275862068966,0.5,5.594487064716108,14.541669241816434,7.4621677330186555,1.0198827683424245,2.0878372617194336,0.6905784845837649,5.469352329366291,2,0.02
Batch_0,0.3793103448275862,0.5,5.3748002969743895,14.901567965989901,8.169829760537164,1.1186635787887835,2.341647275303535,0.6772198248107393,5.718786626214388,2,0.02
Batch_0,0.41379310344827586,0.5,5.017539491396767,14.738778520427417,8.589999286221007,1.2584178694504626,2.6220861734532934,0.6853462673553803,5.845792652860092,2,0.02
Batch_0,0.4482758620689655,0.5,4.528832685040156,13.752923794927721,9.470123441272516,1.4025819056967166,2.8542875061575526,0.6454239701591783,5.823675593253805,2,0.02
Batch_0,0.48275862068965514,0.5,4.288424156129411,14.329336774172843,9.80671622044415,1.6093688311956915,3.268286890773975,0.670505216032148,6.034049277416374,2,0.02
Batch_0,0.5172413793103449,0.5,3.94314639922171,14.347379402617227,10.811666198722817,1.7156584455782697,3.4691867974364765,0.6520558439385151,5.948163190049837,2,0.02
Batch_0,0.5517241379310345,0.5,3.3655338791480602,14.110208792181194,11.420350624225764,1.990443828661551,3.781236189900306,0.6507729094446534,6.384839721954923,2,0.02
Batch_0,0.5862068965517241,0.5,3.0765916591087366,14.026801857262052,12.147985119881941,2.171254521038032,4.028429614638171,0.6353970688185847,6.628692947775175,2,0.02
Batch_0,0.6206896551724138,0.5,2.4631483433504986,13.414124343363815,13.227915967491263,2.4483988137759267,4.35835891272586,0.6040820962307945,6.571812981659879,2,0.02
Batch_0,0.6551724137931034,0.5,2.163562542793512,13.421134998961652,13.962249327988717,2.592022959323617,4.652623127597763,0.569102079996889,6.379496873491461,2,0.02
Batch_0,0.6896551724137931,0.5,1.5969251208576851,12.739591549191568,14.655844304433087,2.864836852170406,4.918450136708932,0.5476526133719818,6.734939646554285,2,0.02
Batch_0,0.7241379310344828,0.5,1.1664430739233318,12.219319299735615,16.810293520621336,3.2124448278153444,5.0419322134292885,0.4883458017585121,7.045239218998266,2,0.02
Batch_0,0.7586206896551724,0.5,0.7318346334440254,11.88646570340727,16.608663143477656,3.517483100877241,5.3967807594250745,0.4127651084065902,7.0345757150878345,2,0.02
Batch_0,0.7931034482758621,0.5,0.436192444818456,11.464515841428732,16.658974487354257,3.6662289145745484,5.404041050969741,0.3243928605829229,7.38449927029714,2,0.02
Batch_0,0.8275862068965517,0.5,0.21746025507604547,11.632373615813792,17.50187037982055,4.034261254167197,5.440528762104486,0.22185123555439767,7.3544655793070834,2,0.02
Batch_0,0.8620689655172413,0.5,0.09430528694663827,10.656957909250881,17.42441868868043,4.351634517087579,5.614933861673426,0.1346869209605453,7.192289489746607,2,0.02
